id,Jenis Penyakit,Provinsi,Jenis - Kelamin,Jumlah Kasus,Populasi,Tanggal,medium
1709,Tuberculosis,Maluku Utara,Male,3,46366,9/22/2019,Udara
1710,Tuberculosis,Sumatera Utara,Male,4,46972,7/11/2023,Udara
1711,Tuberculosis,Sumatera Barat,Male,3,47962,12/10/2023,Udara
1712,Tuberculosis,Riau,Male,2,48042,12/15/2023,Udara
1713,Tuberculosis,Kepulauan Riau,Female,1,48529,12/10/2019,Udara
1714,Tuberculosis,Bengkulu,Male,1,27925,6/23/2022,Udara
1715,Tuberculosis,Bangka Belitung,Male,2,28956,5/16/2022,Udara
1716,Tuberculosis,DKI Jakarta,Female,1,29977,7/18/2022,Udara
1717,Tuberculosis,Banten,Male,2,30591,6/2/2024,Udara
1718,Tuberculosis,Kalimantan Selatan,Female,1,31847,8/21/2020,Udara
1719,Tuberculosis,Nusa Tenggara Timur,Female,5,186935,10/22/2018,Udara
1720,Tuberculosis,Kalimantan Barat,Male,10,187217,12/4/2023,Udara
1721,Tuberculosis,Kalimantan Selatan,Male,13,190673,10/9/2019,Udara
1722,Tuberculosis,Kalimantan Timur,Female,7,195203,11/9/2019,Udara
1723,Tuberculosis,Kalimantan Utara,Male,9,195167,5/13/2021,Udara
1724,Tuberculosis,Gorontalo,Female,14,211625,11/28/2020,Udara
1725,Tuberculosis,Sulawesi Barat,Male,11,211983,11/25/2020,Udara
1726,Tuberculosis,Maluku,Female,12,215546,6/16/2022,Udara
1727,Tuberculosis,Maluku Utara,Male,21,215925,6/6/2023,Udara
1728,Tuberculosis,Papua,Female,9,218918,7/5/2021,Udara
1729,Tuberculosis,Sumatera Barat,Male,14,224201,12/5/2024,Udara
1730,Tuberculosis,Riau,Female,5,225721,12/16/2022,Udara
1731,Tuberculosis,Kepulauan Riau,Male,7,226580,5/2/2022,Udara
1732,Tuberculosis,Jambi,Female,6,227227,9/6/2021,Udara
1733,Tuberculosis,Sumatera Selatan,Female,5,229092,8/11/2020,Udara
1734,Tuberculosis,Bengkulu,Male,12,230084,11/27/2019,Udara
1735,Tuberculosis,Bangka Belitung,Male,1,29191,12/26/2022,Udara
1736,Tuberculosis,Jawa Tengah,Female,1,26593,5/21/2021,Udara
1737,Tuberculosis,Kalimantan Selatan,Male,1,29273,10/24/2020,Udara
1738,Tuberculosis,Papua Barat,Male,41,388368,12/17/2024,Udara
1739,Tuberculosis,Aceh,Female,29,396323,6/2/2018,Udara
1740,Tuberculosis,Sumatera Utara,Male,44,393044,12/28/2021,Udara
1741,Tuberculosis,Sumatera Barat,Female,22,399212,8/6/2020,Udara
1742,Tuberculosis,Jambi,Female,22,402512,11/6/2022,Udara
1743,Tuberculosis,Bangka Belitung,Female,23,411541,5/16/2024,Udara
1744,Tuberculosis,Jawa Barat,Female,15,415220,10/30/2021,Udara
1745,Tuberculosis,Jawa Tengah,Male,18,409841,12/30/2018,Udara
1746,Tuberculosis,Jawa Timur,Female,11,417598,4/20/2021,Udara
1747,Tuberculosis,DI Yogyakarta,Female,10,419032,5/10/2023,Udara
1748,Tuberculosis,Bali,Male,22,417301,12/13/2023,Udara
1749,Tuberculosis,Kalimantan Selatan,Female,1,91782,12/22/2023,Udara
1750,Tuberculosis,Sulawesi Tengah,Male,2,90606,6/18/2024,Udara
1751,Tuberculosis,Sulawesi Selatan,Female,2,97772,5/12/2023,Udara
1752,Tuberculosis,Sulawesi Tenggara,Male,1,93037,12/6/2023,Udara
1753,Tuberculosis,Gorontalo,Female,4,99925,12/5/2018,Udara
1754,Tuberculosis,Maluku Utara,Male,5,96299,5/22/2020,Udara
1755,Tuberculosis,Papua,Female,4,103148,11/16/2018,Udara
1756,Tuberculosis,Sumatera Barat,Male,3,100538,4/7/2023,Udara
1757,Tuberculosis,Kepulauan Riau,Male,5,101047,11/2/2024,Udara
1758,Tuberculosis,Bengkulu,Male,3,31596,4/6/2018,Udara
1759,Tuberculosis,DI Yogyakarta,Female,3,34930,11/14/2019,Udara
1760,Tuberculosis,Sulawesi Utara,Male,1,36688,12/27/2018,Udara
1761,Tuberculosis,Sulawesi Tenggara,Female,2,36503,12/30/2021,Udara
